length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_colon,nb_comma,nb_semicolumn,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,shortening_service,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_extCSS,login_form,popup_window,empty_title,domain_in_title,domain_with_copyright,status
75,14,1,1,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,0,0.253333333,0,0,0,0,0,1,0,0,4,3,5,10,5,32,10,32,14.75,10,16.33333333,0,0,0,0,0,0,0,1,0,0,1,0,1
32,23,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,3,3,0,15,15,0,9,9,0,0,0,0,0,0,0,1,1,0,0,1,0,0
42,33,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,8,8,0,20,20,0,14,14,0,0,1,0,0,0,0,0,0,0,0,1,1,1
61,21,0,3,0,0,0,0,0,2,0,0,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,8,4,3,3,3,13,13,8,5.375,8,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0
72,31,0,3,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,8,1,1,24,1,24,24,7,6.25,24,3.714285714,2,0,0,0,0,0,1,0,0,0,1,1,1
29,21,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,2,4,3,3,0,13,13,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,21,1,2,1,0,1,0,3,0,0,0,6,1,0,0,0,1,0,0,0,1,0.207407407,0,0,0,0,0,2,1,1,9,8,3,3,3,43,13,43,12.66666667,8,14,2,0,0,0,0,0,0,0,0,0,1,1,1
49,25,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,3,4,3,3,16,17,17,16,12,10,16,0,0,0,0,0,0,0,0,0,0,1,1,0
26,17,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,13,13,0,13,13,0,13,13,0,0,0,0,0,0,0,0,0,0,1,1,0,1
28,19,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,4,0,10,10,0,7,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,11,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,7,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1
39,18,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,3,4,10,10,7,6,6.5,5.5,0,0,0,0,0,0,0,0,0,0,0,1,0
39,24,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,3,4,3,3,6,16,16,6,8.333333333,9.5,6,0,0,0,0,0,0,0,0,0,0,1,0,1
49,22,0,2,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,4,4,3,3,7,14,14,11,8.75,8.5,9,0,0,0,0,0,0,0,0,0,0,1,0,0
158,39,0,2,2,0,1,1,2,2,0,0,7,4,0,1,0,0,1,0,0,1,0.056962025,0,0,1,0,0,2,1,1,16,4,1,2,1,26,21,26,8.125,11,7.461538462,0,0,0,0,0,0,0,0,0,0,1,0,1
26,17,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,3,3,0,10,10,0,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,21,0,1,1,0,1,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,4,2,2,2,14,14,7,5.333333333,8,4,0,0,0,0,0,0,2,0,0,0,1,1,1
41,24,0,2,0,0,1,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0.097560976,0,0,0,0,0,2,0,0,4,5,2,3,2,16,16,4,6.25,9.5,3,0,0,0,0,0,0,0,1,0,0,1,1,0
85,18,1,4,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,1,0.435294118,0,0,0,0,0,3,0,0,6,4,3,3,3,50,5,50,11.66666667,4.333333333,19,0,0,0,0,0,2,0,0,0,1,1,0,1
31,23,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,2,3,3,3,0,15,15,0,9,9,0,0,0,0,0,0,0,3,0,0,0,1,0,0
63,38,0,5,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,10,3,1,1,2,7,7,7,4.3,4.833333333,3.5,2,0,0,0,0,0,1,0,0,0,1,1,1
84,32,0,2,5,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,10,4,3,3,5,9,9,8,6.4,6.25,6.5,0,0,0,0,0,0,0,0,0,0,1,1,0
153,12,1,5,0,0,2,6,9,0,0,0,5,1,0,0,0,0,0,0,0,0,0.248366013,0,0,0,0,0,3,0,0,24,3,1,8,1,17,8,17,4.875,8,4.739130435,0,0,0,0,0,0,0,0,0,1,1,0,1
41,13,0,2,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0.048780488,0.153846154,0,0,0,0,2,0,0,5,4,3,3,5,6,5,6,5,4,5.666666667,0,0,0,0,0,0,0,0,0,0,1,1,0
41,25,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0.024390244,0.04,0,0,0,0,3,0,0,4,0,3,9,3,11,11,4,6.75,10,3.5,0,0,0,0,0,2,0,0,0,1,1,0,1
31,22,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,3,3,0,14,14,0,8.5,8.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0
29,20,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,5,3,3,0,13,13,0,8,8,0,0,0,0,0,0,0,1,0,0,0,1,1,1
45,37,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,0,8,8,0,24,24,0,16,16,0,0,1,0,0,0,0,3,1,0,0,1,1,0
142,25,0,5,0,0,1,0,1,0,0,2,3,1,0,0,2,0,0,0,0,0,0.126760563,0,0,0,0,0,3,0,1,9,6,1,1,4,67,8,67,13.44444444,4.5,20.6,0,0,0,0,0,0,1,0,0,0,1,1,1
60,17,0,2,2,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0.033333333,0,0,0,0,0,2,1,1,9,3,1,3,1,12,9,12,4.444444444,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0
48,16,0,3,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,6,4,3,3,3,8,8,8,5.333333333,5.5,5.25,1,0,0,0,0,0,0,0,0,0,1,0,1
26,18,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15,15,0,15,15,0,15,15,0,0,0,0,0,0,0,0,0,0,0,1,1,0
37,18,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,3,3,3,3,11,11,10,11,8,6.5,11,0,0,0,0,0,0,0,0,0,0,1,1,1
43,17,0,3,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,5,3,2,3,2,7,7,7,5.2,5,5.333333333,0,0,0,0,0,0,1,0,0,0,0,0,0
61,30,0,3,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,1,0.131147541,0,0,0,0,0,3,0,1,7,2,2,8,2,17,17,7,6.285714286,12.5,3.8,0,1,0,0,0,0,3,1,0,0,1,1,1
33,15,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,3,4,2,2,10,10,8,10,6.666666667,5,10,0,0,0,0,0,0,0,0,0,0,1,0,0
119,42,1,4,0,0,1,2,3,2,0,0,5,1,0,0,0,0,1,0,0,1,0.159663866,0,0,0,1,0,3,0,0,12,5,2,3,2,17,13,17,7.833333333,8.75,7.375,0,0,0,0,0,0,0,0,0,0,1,0,1
28,19,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,4,3,3,0,9,9,0,6,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0
62,10,1,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0.322580645,0,0,0,0,0,1,0,0,4,1,5,6,5,32,6,32,12,6,14,0,0,0,0,0,0,0,0,0,0,1,1,1
32,14,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,2,0,0,4,1,4,4,4,5,5,4,4.25,4.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0
61,12,1,4,0,0,1,0,1,0,0,0,5,1,0,0,0,0,0,0,0,1,0.147540984,0.75,0,1,1,1,3,0,0,13,2,2,2,2,16,3,16,4.153846154,2.25,5,1,0,0,0,0,2,0,1,0,0,1,1,1
26,17,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,3,3,0,9,9,0,6,6,0,0,0,0,0,0,0,3,1,0,0,0,1,0
32,20,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0.09375,0.15,0,0,0,0,2,0,0,3,3,2,3,2,12,12,2,5.666666667,7.5,2,0,0,0,0,0,0,0,0,0,0,1,0,1
48,17,0,3,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,6,3,3,3,3,9,9,7,5.166666667,6,4.75,0,0,0,0,0,0,1,0,0,0,1,0,0
46,18,0,1,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,3,6,3,7,7,5,4.666666667,6.5,3.75,0,0,0,0,0,0,0,0,0,0,1,1,1
22,13,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,3,3,0,6,6,0,4.5,4.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0
50,22,0,2,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,5,0,5,5,5,13,6,13,7,5.666666667,9,0,0,0,0,0,0,0,0,0,1,1,0,1
79,16,0,2,8,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,11,5,3,3,3,9,8,9,5.272727273,5.5,5.222222222,0,0,0,0,0,0,1,0,0,0,1,0,0
26,10,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0.038461538,0,0,0,0,0,1,0,0,2,1,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,0,0,0,0,0,1
45,17,0,2,3,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,6,3,3,3,3,9,9,4,4.5,6,3.75,0,0,0,0,0,0,1,0,0,0,0,0,0
31,22,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,18,18,0,18,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,1,1,1
43,15,0,2,0,0,1,0,1,1,0,0,3,1,0,0,0,1,0,0,0,0,0.046511628,0,0,0,0,0,2,0,0,6,3,1,3,1,9,7,9,4.333333333,5,4,0,1,0,0,0,0,0,0,0,0,0,1,0
47,17,0,1,0,0,1,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0.085106383,0,0,0,0,0,1,0,0,4,0,2,13,2,13,13,10,7.75,13,6,0,0,0,0,0,0,0,0,0,0,1,0,1
24,17,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,6,6,0,7,7,0,6.5,6.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
48,12,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,2,9,2,9,9,9,6.6,9,6,1,0,0,0,0,0,0,0,0,0,1,0,1
37,28,0,2,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4,3,3,0,10,10,0,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,47,1,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0.290909091,0.340425532,0,0,0,0,3,0,1,4,1,1,1,0,30,30,0,10,10,0,0,0,0,0,0,0,2,0,0,0,1,1,1
40,19,0,2,0,0,0,0,0,1,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,4,4,3,3,4,11,11,8,6.5,7,6,0,0,0,0,0,1,0,0,0,0,0,1,0
57,48,1,4,3,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0.157894737,0.1875,0,0,1,0,3,0,1,7,1,1,1,0,11,11,0,5.428571429,5.428571429,0,0,0,0,0,0,0,0,0,0,1,1,0,1
40,14,0,2,2,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,1,0.025,0,0,0,0,0,2,0,0,6,3,2,3,2,7,6,7,4,4.5,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
58,16,0,3,0,0,1,0,1,0,0,0,4,1,0,0,0,0,1,0,0,1,0.034482759,0,0,1,0,0,3,0,0,7,3,2,12,2,12,12,9,5.857142857,12,4.833333333,1,0,0,0,0,0,0,0,0,0,1,1,1
59,20,0,3,0,0,0,0,0,1,0,0,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,6,4,3,3,3,12,12,10,7.166666667,7.5,7,0,0,0,0,0,0,0,0,0,0,1,0,0
47,21,0,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0.042553191,0.095238095,0,0,0,0,1,1,0,4,0,5,5,6,12,12,11,8.5,8.5,8.5,0,0,0,0,0,0,0,0,0,0,1,0,1
30,21,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,3,3,0,13,13,0,8,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0
157,21,1,4,5,1,0,2,1,0,0,0,3,1,0,0,0,1,0,0,0,1,0.363057325,0,0,0,0,0,3,0,0,14,13,2,3,2,23,14,23,9.571428571,8.5,9.75,1,0,0,0,0,0,0,0,0,0,1,1,1
21,12,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,3,3,3,0,4,4,0,3.5,3.5,0,0,0,0,0,0,2,1,0,0,0,0,1,0
76,25,0,2,2,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0.078947368,0,0,0,0,0,2,0,0,9,2,2,3,2,17,17,11,6.222222222,10,5.142857143,0,0,0,0,0,0,0,0,0,0,1,1,1
56,20,0,3,0,0,0,0,0,5,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,9,3,1,3,1,12,12,4,4.111111111,7.5,3.142857143,0,0,0,0,0,0,0,0,0,0,1,1,0
33,11,0,2,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,2,1,7,1,10,7,10,6,7,5.5,0,0,0,0,0,0,0,0,0,1,1,0,1
20,12,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,2,3,3,3,0,5,5,0,4,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0
35,18,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,3,3,3,3,8,10,10,8,7,6.5,8,0,0,0,0,0,0,0,0,0,0,0,0,1
42,16,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,4,3,3,16,16,8,16,9,5.5,16,0,1,0,0,0,0,12,0,0,0,0,0,0
41,33,0,3,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,1,5,5,3,3,0,8,8,0,5,5,0,0,0,0,0,0,0,1,0,0,0,1,1,1
25,16,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,3,3,0,8,8,0,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40,32,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0.125,0.15625,0,0,0,0,3,0,1,4,1,1,1,0,15,15,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,1,1,0,1
16,9,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,5,5,0,5,5,0,5,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0
59,19,0,1,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,5,0,2,15,2,15,15,12,8.6,15,7,3,0,0,0,0,0,0,0,0,1,1,0,1
36,29,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,3,0,6,6,0,9,9,0,7.666666667,7.666666667,0,0,1,0,0,0,0,3,1,0,0,1,1,0
32,23,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,2,1,2,2,0,16,16,0,9,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1
31,22,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,3,3,0,11,11,0,7,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0
26,18,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,6,6,0,8,8,0,7,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1
41,16,1,3,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,1,0.170731707,0,0,0,0,0,3,0,0,4,4,3,3,7,9,6,9,6.25,4.5,8,0,1,0,0,0,0,2,0,0,0,0,0,0
41,33,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,6,6,0,22,22,0,14,14,0,0,0,0,0,0,0,0,0,0,0,1,1,1
46,15,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,3,3,3,4,17,7,17,7.75,5,10.5,0,1,0,0,0,0,0,0,0,0,0,1,0
52,23,1,3,0,0,1,0,1,0,0,0,4,1,0,0,0,0,0,0,0,1,0.192307692,0.260869565,0,0,0,0,3,0,0,5,2,3,7,3,11,9,11,6.8,8,6,0,0,0,0,0,0,0,0,0,1,1,0,1
38,29,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,9,9,0,15,15,0,12,12,0,0,1,0,0,0,0,5,0,0,0,1,1,0
56,30,0,2,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,6,0,3,5,3,13,13,7,6.666666667,8,5.333333333,0,0,0,0,0,0,0,0,0,1,1,0,1
30,13,0,2,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,3,3,3,3,5,5,4,3.75,4,3.5,1,0,0,0,0,0,0,0,0,0,1,0,0
54,22,0,4,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,7,4,2,3,2,11,11,5,4.857142857,7,4,0,0,0,0,0,0,0,0,0,0,1,0,1
89,30,0,4,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0.06741573,0,0,0,0,0,3,0,0,12,1,1,5,1,11,10,11,5.5,8,4.666666667,0,1,0,0,0,0,0,0,0,1,1,1,0
57,40,0,3,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0.087719298,0.125,0,0,0,0,3,0,0,6,4,3,4,3,13,13,5,6.833333333,8.25,4,1,0,0,0,0,0,0,0,0,0,1,1,1
29,22,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,16,16,0,16,16,0,16,16,0,0,0,0,0,0,0,2,0,0,0,1,0,0
70,21,0,2,3,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,8,3,3,17,3,17,17,7,6.375,17,4.857142857,2,0,0,0,0,0,0,0,0,0,1,0,1
68,30,0,2,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,6,2,5,9,5,16,16,9,8.5,12.5,6.5,0,0,0,0,0,0,6,1,0,0,1,1,0
41,22,0,2,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,4,7,3,3,3,14,14,6,6.5,8.5,4.5,0,0,0,0,0,0,0,0,0,0,0,1,1
54,19,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,4,3,3,3,4,22,11,22,10,7,13,0,0,0,0,0,0,0,1,0,0,1,0,0
28,19,0,2,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,3,3,0,6,6,0,4.333333333,4.333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,1
19,12,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,2,3,3,3,0,5,5,0,4,4,0,0,0,0,0,0,0,10,0,0,0,0,1,0
89,43,0,2,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,7,5,2,39,2,39,39,13,10.28571429,39,5.5,2,0,0,0,0,0,0,0,0,0,1,0,1
120,13,0,3,9,0,0,0,0,0,0,0,10,1,0,0,0,1,0,0,0,1,0.1,0,0,0,0,0,3,0,0,20,9,1,3,1,10,5,10,4.5,4,4.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0
19,4,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,6,6,1,6,3.5,1,6,0,0,0,0,0,0,0,0,0,0,1,0,1
41,12,0,2,0,0,1,0,1,1,0,0,4,1,0,0,0,1,0,0,0,1,0.048780488,0,0,0,0,0,2,0,0,6,3,2,3,2,9,5,9,4.166666667,4,4.25,0,0,0,0,0,0,2,0,0,0,1,0,0
141,36,0,2,2,0,1,0,1,3,0,0,7,3,0,0,0,0,0,0,0,0,0.04964539,0,0,0,0,0,2,1,1,14,0,1,2,1,34,18,34,8.142857143,10,7.636363636,1,0,0,0,0,0,0,0,0,0,1,0,1
22,13,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,3,3,3,0,5,5,0,4,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0
183,22,1,4,1,0,1,7,8,1,0,0,5,2,0,7,0,1,1,1,1,1,0.081967213,0,0,1,0,0,3,1,0,22,5,1,8,1,18,9,18,6.681818182,8.5,6.5,0,0,0,0,0,0,0,0,0,0,1,1,1
32,23,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,3,3,0,15,15,0,9,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0
28,20,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,16,16,0,16,16,0,16,16,0,0,0,0,0,0,0,5,1,0,0,1,1,1
30,22,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,0,8,8,0,9,9,0,8.5,8.5,0,0,1,0,0,0,0,3,0,0,0,1,1,0
42,19,0,2,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,5,1,2,2,5,9,7,9,5.2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1
66,23,0,3,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0.075757576,0,0,0,0,0,3,0,0,8,3,3,5,3,13,13,7,6,9,5,0,0,0,0,0,0,0,0,0,0,0,1,0
131,54,1,5,1,0,1,2,3,2,0,0,4,1,0,0,0,1,1,0,0,0,0.13740458,0,0,0,1,0,3,1,0,14,5,2,3,2,17,13,17,7.428571429,7.5,7.375,0,0,0,0,0,0,0,0,0,0,1,0,1
27,18,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15,15,0,15,15,0,15,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0
52,19,0,2,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0.019230769,0,0,0,0,0,2,0,0,5,4,3,15,3,15,15,7,7.2,15,5.25,1,0,0,0,0,0,0,0,0,0,1,1,1
41,16,0,2,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,2,2,4,9,9,5,5,5.5,4.666666667,0,1,0,0,0,0,0,0,0,0,0,1,0
29,17,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,3,3,3,3,3,9,9,3,5,6,3,0,0,0,0,0,0,0,0,0,0,1,0,1
88,14,0,2,9,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,14,4,2,3,2,9,6,9,4.571428571,4.5,4.583333333,0,0,0,0,0,0,2,0,0,0,1,0,0
206,21,1,3,0,0,1,6,7,0,0,0,3,1,0,6,0,0,0,0,0,0,0.325242718,0,0,0,0,0,3,0,0,18,101,1,2,1,24,10,24,9.833333333,5,10.8,0,0,0,0,0,0,0,0,0,1,1,0,1
125,20,0,2,8,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,14,3,3,3,3,12,12,11,7.214285714,7.5,7.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0
