url,label,source_group,split,form_fingerprint_distance_before_after,credential_role_transition_distance_norm,credential_role_consumption_ratio,role_preservation_ratio,secret_clear_ratio,identifier_persistence_ratio,decoy_input_clear_ratio,hidden_mutation_intensity,validation_signal_ratio,post_submit_retry_consistency_index,credential_flow_consumption_index,secret_only_clear_score,form_count_delta,visible_input_count_delta,fillable_input_count_delta,credential_field_count_delta,credential_role_l1_delta,credential_role_consumed_count,credential_role_added_count,sensitive_role_escalation_score,identifier_field_count_delta,secret_field_count_delta,otp_field_count_delta,card_field_count_delta,hidden_total_delta_count,response_text_delta_len,visible_text_distance_before_after,invalid_warning_detected,required_field_warning_detected,account_not_found_detected,password_error_detected,wrong_code_detected,captcha_or_mfa_detected,same_credential_requested_again,credential_form_reappeared,new_page_without_error,success_like_transition,otp_page_transition,loading_or_processing_detected,thank_you_or_completed_detected,login_form_removed,no_invalid_warning,response_title_changed,visible_form_fingerprint_changed,hidden_form_fingerprint_changed,form_action_changed_after_submit,form_method_changed_after_submit,form_handler_changed_after_submit,submit_handler_changed_after_submit,hidden_decoy_value_present,resp_invalid_any,resp_retry_evidence_score,resp_consume_evidence_score,handler_mutation_score,resp_consume_minus_retry,retry_but_form_changed_score,retry_but_hidden_changed_score,consume_without_handler_mutation_score,validation_near_zero_but_state_changed
http://10.0.2.2/phishing-kit/498613a62343ccd3153871b5268d3283/asdf/smoth/account.html,phishing,kit:498613a62343ccd3153871b5268d3283,test,0.7758,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0561,0.9529,0.0,-1,-8,-8,-4,4,4,0,0,0,-2,0,-2,0,-2177,0.9889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/63e534767806550b7fa3baad1df1566c/present/run/contact.html,phishing,kit:63e534767806550b7fa3baad1df1566c,test,0.0,0.0,0.0,1.0,0.0,1.0,0.6,0.0,0.3333,0.6833,0.1556,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0.1781,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.1666666666666666,0.0,-0.5833333333333334,0.0,0.0,0.1666666666666666,0.0
http://10.0.2.2/phishing-kit/70cdeae2f18183de71c0fe927bdf3640/HuntingtonAlerts/HuntingtonAlerts/index.html,phishing,kit:70cdeae2f18183de71c0fe927bdf3640,test,0.9334,0.6,0.5,0.5,0.0,0.0,1.0,0.75,0.0,0.1416,0.7592,0.0,-1,5,5,1,3,1,2,3,-1,1,0,1,6,-42,0.3627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.6666666666666666,1.0,0.4166666666666666,0.23335,0.1875,0.0,0.0
http://10.0.2.2/phishing-kit/d9d8efb860922a7986d33b4c79bc3f2f/login/vk/index.php,phishing,kit:d9d8efb860922a7986d33b4c79bc3f2f,test,0.9278,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.2681,0.7856,0.0,0,1,2,0,4,2,2,6,-1,-1,0,2,2,414,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.25,0.6666666666666666,0.5,0.4166666666666666,0.23195,0.125,0.3333333333333333,0.0
http://10.0.2.2/phishing-kit/8c49d292c50a7117caece9e663c21851/bit/index.html,phishing,kit:8c49d292c50a7117caece9e663c21851,test,0.2546,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1863,0.7667,0.0,-1,-8,-7,-4,4,4,0,0,-2,-1,0,-1,0,-134,0.5789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/1aef4aab8536c2876dd0237cabd54ba5/auspost/manage/index.php,phishing,kit:1aef4aab8536c2876dd0237cabd54ba5,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/08de104d59fc3b8cef92f896a1d4dac6/postbank/auth/index.php,phishing,kit:08de104d59fc3b8cef92f896a1d4dac6,test,0.8056,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0486,0.7611,0.0,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,-950,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/a43072e91f6f0b143cd9e78447509d92/godaddy/index.htm,phishing,kit:a43072e91f6f0b143cd9e78447509d92,test,0.9208,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0198,0.9744,0.0,-1,-2,-2,-2,2,2,0,0,-1,-1,0,0,2,-100,0.9512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/13fda51a0e2f621ed9c3952e0c24e789/ICCU/IDAHOCENTRALCU/index.html,phishing,kit:13fda51a0e2f621ed9c3952e0c24e789,test,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.75,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.1666666666666666,0.0,-0.0833333333333333,0.0,0.0,0.1666666666666666,0.0
http://10.0.2.2/phishing-kit/b15a7ca86db5a9e74112ed6868e5d975/qwsa/smoth/scd.html,phishing,kit:b15a7ca86db5a9e74112ed6868e5d975,test,0.947,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.1667,0.0549,0.76,0.0,-2,-12,-12,-12,12,12,0,0,0,-11,0,-1,0,1742,0.8531,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.3333333333333333,1.0,0.0833333333333333,0.23675,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/d6917ec840e7c9e02fefdb8b25f34dc7/qwsa/smoth/scd.html,phishing,kit:d6917ec840e7c9e02fefdb8b25f34dc7,test,0.947,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.1667,0.0549,0.76,0.0,-2,-12,-12,-12,12,12,0,0,0,-11,0,-1,0,1742,0.8531,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.3333333333333333,1.0,0.0833333333333333,0.23675,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/6e4bb2abd1f049c201b148715c592951/sdcx/smoth/card.html,phishing,kit:6e4bb2abd1f049c201b148715c592951,test,0.3303,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.2924,0.6049,0.0,0,-4,-4,0,2,1,1,0,1,-1,0,0,0,-51,0.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.1666666666666666,0.0,-0.0833333333333333,0.082575,0.0,0.1666666666666666,0.0
http://10.0.2.2/phishing-kit/fa41c45e2419f76a65964968c11c88ca/hunington.com/login/index.php,phishing,kit:fa41c45e2419f76a65964968c11c88ca,test,0.7614,0.0,0.0,1.0,0.0,1.0,1.0,0.75,0.0,0.3096,0.6954,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,3,-74,0.7158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.5,1.0,0.25,0.19035,0.1875,0.0,0.0
http://10.0.2.2/phishing-kit/2e9e4b40c0ded3d4118c73c99fcbb923/1drvme/verificationAttempt.php,phishing,kit:2e9e4b40c0ded3d4118c73c99fcbb923,test,0.8473,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0382,0.9695,0.0,-2,-4,-1,-1,1,1,0,0,0,-1,0,0,22,-486,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/751f4dcebfd9911c9805e37add5e70af/asdf/smoth/card.html,phishing,kit:751f4dcebfd9911c9805e37add5e70af,test,0.8205,0.6,0.6667,0.3333,0.5,0.0,1.0,0.0,0.0,0.1282,0.7011,0.0,0,-3,-3,-1,3,2,1,0,1,-1,0,-1,0,3,0.0185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25,0.1666666666666666,0.5,-0.0833333333333333,0.205125,0.0,0.0833333333333333,0.0
http://10.0.2.2/phishing-kit/96916dce5a116a2e96de433082746955/correo/manage/index.html,phishing,kit:96916dce5a116a2e96de433082746955,test,0.8556,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0361,0.9571,0.0,-1,-6,-5,-3,3,3,0,0,0,-2,0,-1,23,-243,0.9298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.1666666666666666,1.0,-0.0833333333333333,0.2139,0.25,0.0,0.0
http://10.0.2.2/phishing-kit/a5f694767b43751ae34a4179e31aef3d/ujhytgvfcdfgthyjhtbgvfdcs/smoth/card.html,phishing,kit:a5f694767b43751ae34a4179e31aef3d,test,0.8205,0.6,0.6667,0.3333,0.5,0.0,1.0,0.0,0.0,0.1282,0.7011,0.0,0,-3,-3,-1,3,2,1,0,1,-1,0,-1,0,3,0.0185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25,0.1666666666666666,0.5,-0.0833333333333333,0.205125,0.0,0.0833333333333333,0.0
http://10.0.2.2/phishing-kit/d17f9f83f292241ffc67f181a56d248a/asdf/smoth/card.html,phishing,kit:d17f9f83f292241ffc67f181a56d248a,test,0.8205,0.6,0.6667,0.3333,0.5,0.0,1.0,0.0,0.0,0.1282,0.7011,0.0,0,-3,-3,-1,3,2,1,0,1,-1,0,-1,0,3,0.0185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25,0.1666666666666666,0.5,-0.0833333333333333,0.205125,0.0,0.0833333333333333,0.0
http://10.0.2.2/phishing-kit/d434c15c-0c2d-4fea-a287-911ed4ef54ae/1drvme/verificationAttempt.php,phishing,kit:d434c15c-0c2d-4fea-a287-911ed4ef54ae,test,0.8473,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0382,0.9695,0.0,-2,-4,-1,-1,1,1,0,0,0,-1,0,0,22,-494,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/d4e1b995d78b20e20cc87efc610705c2/1drvme/verificationAttempt.php,phishing,kit:d4e1b995d78b20e20cc87efc610705c2,test,0.8473,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0382,0.9695,0.0,-2,-4,-1,-1,1,1,0,0,0,-1,0,0,22,-486,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/ffe699e2fe64790449edae7bdcaeeb99/asdf/smoth/card.html,phishing,kit:ffe699e2fe64790449edae7bdcaeeb99,test,0.8205,0.6,0.6667,0.3333,0.5,0.0,1.0,0.0,0.0,0.1282,0.7011,0.0,0,-3,-3,-1,3,2,1,0,1,-1,0,-1,0,3,0.0185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25,0.1666666666666666,0.5,-0.0833333333333333,0.205125,0.0,0.0833333333333333,0.0
http://10.0.2.2/phishing-kit/22d86563-7333-472f-8a30-34593eda337a/Alaska/pagepage.html,phishing,kit:22d86563-7333-472f-8a30-34593eda337a,test,0.9267,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0183,0.9793,0.0,-1,-14,-13,-6,6,6,0,0,-1,-5,0,0,8,613,0.9697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/503a4785-5e3a-43da-bd49-1e385ee51866/AlaskaUSA/pagepage.html,phishing,kit:503a4785-5e3a-43da-bd49-1e385ee51866,test,0.9267,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0183,0.9793,0.0,-1,-14,-13,-6,6,6,0,0,-1,-5,0,0,8,613,0.9697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/5d63e7f3-56a9-45ce-9e54-9a861e9bd240/Alaska/pagepage.html,phishing,kit:5d63e7f3-56a9-45ce-9e54-9a861e9bd240,test,0.9267,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0183,0.9793,0.0,-1,-14,-13,-6,6,6,0,0,-1,-5,0,0,8,613,0.9697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/b7b884a433f7b160f95c3c5cefa41c65/macu/manage/login.php,phishing,kit:b7b884a433f7b160f95c3c5cefa41c65,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/04d9b0e928c88d08fed2332e678070b6/asdf/smoth/account.html,phishing,kit:04d9b0e928c88d08fed2332e678070b6,test,0.0481,0.5,0.6667,0.3333,0.5,0.0,1.0,0.0,0.3333,0.4046,0.3588,0.0,0,3,3,-2,2,2,0,0,0,-1,0,-1,0,39,0.0791,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-0.75,0.0360749999999999,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/770f0fe053ca61d8c1f86a035aba33fe/activatecashapp/-+=-++.+=/4---=+--=--.php,phishing,kit:770f0fe053ca61d8c1f86a035aba33fe,test,0.9155,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0211,0.9688,0.0,-1,-12,-12,-10,10,10,0,0,-2,-4,0,-4,0,456,0.9286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/d3e5f4c071db8be590a97cfe63111baa/confirmation/login.html,phishing,kit:d3e5f4c071db8be590a97cfe63111baa,test,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.1666666666666666,0.0,-0.0833333333333333,0.0,0.0,0.1666666666666666,0.0
http://10.0.2.2/phishing-kit/centeroflifechurch.com_frontier.zip_60b0a9c299cfe85199ef/frontier/index.htm,phishing,kit:centeroflifechurch.com_frontier.zip_60b0a9c299cfe85199ef,test,0.9717,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0071,0.9899,0.0,-2,-3,-3,-2,2,2,0,0,-1,-1,0,0,2,-359,0.978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/09cbf995-202b-41c9-b311-357ca7583128/53.com/53.com/index.html,phishing,kit:09cbf995-202b-41c9-b311-357ca7583128,test,0.8217,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.1667,0.0862,0.7459,0.0,-1,-3,-3,-3,3,3,0,0,-1,-1,0,-1,2,-462,0.9076,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.3333333333333333,1.0,0.0833333333333333,0.205425,0.25,0.0,0.0
http://10.0.2.2/phishing-kit/b92367993a4e6cfa6c028dfd22f81830/GlacierBank/Main/Card.html,phishing,kit:b92367993a4e6cfa6c028dfd22f81830,test,0.9743,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0064,0.9848,0.0,1,-4,-4,-4,4,4,0,0,0,0,0,-4,5,828,0.9496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.5,1.0,0.25,0.243575,0.25,0.0,0.0
http://10.0.2.2/phishing-kit/d226786bd13bd741af6d2adbbb6c3070/kinghost/index.html,phishing,kit:d226786bd13bd741af6d2adbbb6c3070,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/21481e1f0e66b1b5962e4154bb3196a9/gncu/login.php,phishing,kit:21481e1f0e66b1b5962e4154bb3196a9,test,0.1229,0.2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4693,0.5115,0.0,0,1,1,1,1,0,1,0,1,0,0,0,0,-2,0.4348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.1666666666666666,0.25,-0.0833333333333333,0.030725,0.0,0.125,0.0
http://10.0.2.2/phishing-kit/4997f75883b7ebdb0adb04e4aba10c01/gncu/login.php,phishing,kit:4997f75883b7ebdb0adb04e4aba10c01,test,0.1229,0.2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4693,0.5115,0.0,0,1,1,1,1,0,1,0,1,0,0,0,0,-2,0.4348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.1666666666666666,0.25,-0.0833333333333333,0.030725,0.0,0.125,0.0
http://10.0.2.2/phishing-kit/907c5e2245e82b209bafbe026726a3f6/gncu/login.php,phishing,kit:907c5e2245e82b209bafbe026726a3f6,test,0.1229,0.2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4693,0.5115,0.0,0,1,1,1,1,0,1,0,1,0,0,0,0,-2,0.4348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.1666666666666666,0.25,-0.0833333333333333,0.030725,0.0,0.125,0.0
http://10.0.2.2/phishing-kit/ecd9b36f2b10e082c68a4e344631955d/gncu/login.php,phishing,kit:ecd9b36f2b10e082c68a4e344631955d,test,0.1229,0.2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4693,0.5115,0.0,0,1,1,1,1,0,1,0,1,0,0,0,0,-2,0.4348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.1666666666666666,0.25,-0.0833333333333333,0.030725,0.0,0.125,0.0
http://10.0.2.2/phishing-kit/fba746104d26fdfb1463772aa92b8156/online/login.php,phishing,kit:fba746104d26fdfb1463772aa92b8156,test,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3333,0.5833,0.21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0.05,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.1666666666666666,0.0,-0.5833333333333334,0.0,0.0,0.1666666666666666,0.0
http://10.0.2.2/phishing-kit/0b3155421bdbb8fd340e77edc5f3f883/aol/auto/index.html,phishing,kit:0b3155421bdbb8fd340e77edc5f3f883,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/36d3af7b5fcf1d70801b32e5d6415774/aol/auto/index.html,phishing,kit:36d3af7b5fcf1d70801b32e5d6415774,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/577f0fd9-0370-47ac-90df-b0daa8e52ee8/welset/validatie.php,phishing,kit:577f0fd9-0370-47ac-90df-b0daa8e52ee8,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/801feee847bac08281834f3fa96903da/Correos/sys.html,phishing,kit:801feee847bac08281834f3fa96903da,test,0.9005,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0249,0.9801,0.0,-2,-5,-5,-5,5,5,0,0,-2,-2,0,-1,13,-171,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/935326f5c0f34f8cbbf95630b6c06bb2/login.my.gov.au/index.html,phishing,kit:935326f5c0f34f8cbbf95630b6c06bb2,test,0.6351,0.6667,0.5,0.5,1.0,1.0,1.0,0.3333,0.0,0.2162,0.7497,0.5,0,5,5,2,4,1,3,0,3,-1,0,0,2,675,0.6132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25,0.1666666666666666,0.5,-0.0833333333333333,0.158775,0.083325,0.0833333333333333,0.0
http://10.0.2.2/phishing-kit/ac55e41ba8f0be51107e808ab3670273/b2bcarshow-registration/index.php,phishing,kit:ac55e41ba8f0be51107e808ab3670273,test,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.25,0.0,0.0,0.5,0.0
